ScoreMargin,Bot_v_Bot,Winner,WinScore,LoseScore
2,Advanced vs Random,Random,38,36
7,Advanced vs Random,Advanced,37,30
7,Advanced vs Random,Advanced,38,31
4,Advanced vs Random,Advanced,38,34
9,Advanced vs Random,Random,40,31
7,Advanced vs Random,Random,33,26
17,Advanced vs Random,Random,42,25
8,Advanced vs Random,Random,39,31
1,Advanced vs Random,Random,39,38
9,Advanced vs Random,Advanced,37,28
16,Advanced vs Random,Advanced,41,25
1,Advanced vs Random,Random,32,31
3,Advanced vs Random,Advanced,36,33
19,Advanced vs Random,Advanced,44,25
12,Advanced vs Random,Random,35,23
4,Advanced vs Random,Random,33,29
2,Advanced vs Random,Advanced,32,30
21,Advanced vs Random,Random,46,25
3,Advanced vs Random,Advanced,34,31
8,Advanced vs Random,Advanced,44,36
4,Advanced vs Random,Random,37,33
3,Advanced vs Random,Random,34,31
1,Advanced vs Random,Random,30,29
2,Advanced vs Random,Random,36,34
6,Advanced vs Random,Advanced,32,26
1,Advanced vs Random,Random,34,33
4,Advanced vs Random,Random,34,30
10,Advanced vs Random,Random,39,29
16,Advanced vs Random,Random,40,24
20,Advanced vs Random,Random,42,22
2,Advanced vs Random,Random,36,34
2,Advanced vs Random,Random,31,29
1,Advanced vs Random,Advanced,36,35
8,Advanced vs Random,Random,38,30
8,Advanced vs Random,Random,35,27
7,Advanced vs Random,Random,40,33
7,Advanced vs Random,Random,36,29
5,Advanced vs Random,Random,37,32
2,Advanced vs Random,Advanced,33,31
0,Advanced vs Random,No one,32,32
18,Advanced vs Random,Advanced,44,26
11,Advanced vs Random,Random,42,31
3,Advanced vs Random,Random,36,33
13,Advanced vs Random,Advanced,39,26
11,Advanced vs Random,Advanced,36,25
1,Advanced vs Random,Advanced,27,26
1,Advanced vs Random,Random,36,35
8,Advanced vs Random,Advanced,41,33
12,Advanced vs Random,Advanced,43,31
19,Advanced vs Random,Advanced,43,24
7,Advanced vs Random,Random,37,30
5,Advanced vs Random,Advanced,37,32
9,Advanced vs Random,Random,37,28
10,Advanced vs Random,Random,37,27
3,Advanced vs Random,Advanced,33,30
1,Advanced vs Random,Random,33,32
4,Advanced vs Random,Random,36,32
1,Advanced vs Random,Advanced,33,32
2,Advanced vs Random,Random,36,34
8,Advanced vs Random,Random,39,31
7,Advanced vs Random,Advanced,37,30
4,Advanced vs Random,Advanced,33,29
5,Advanced vs Random,Random,35,30
3,Advanced vs Random,Random,29,26
5,Advanced vs Random,Advanced,38,33
15,Advanced vs Random,Advanced,35,20
4,Advanced vs Random,Random,35,31
13,Advanced vs Random,Random,39,26
2,Advanced vs Random,Advanced,36,34
21,Advanced vs Random,Advanced,39,18
1,Advanced vs Random,Random,32,31
5,Advanced vs Random,Advanced,40,35
4,Advanced vs Random,Advanced,36,32
1,Advanced vs Random,Advanced,35,34
7,Advanced vs Random,Random,40,33
2,Advanced vs Random,Random,33,31
5,Advanced vs Random,Advanced,33,28
6,Advanced vs Random,Advanced,34,28
8,Advanced vs Random,Random,40,32
5,Advanced vs Random,Advanced,36,31
5,Advanced vs Random,Random,39,34
4,Advanced vs Random,Advanced,37,33
5,Advanced vs Random,Advanced,35,30
10,Advanced vs Random,Random,34,24
4,Advanced vs Random,Random,36,32
9,Advanced vs Random,Advanced,40,31
1,Advanced vs Random,Advanced,28,27
16,Advanced vs Random,Advanced,42,26
8,Advanced vs Random,Advanced,36,28
0,Advanced vs Random,No one,33,33
12,Advanced vs Random,Advanced,43,31
10,Advanced vs Random,Random,39,29
4,Advanced vs Random,Random,36,32
9,Advanced vs Random,Advanced,40,31
3,Advanced vs Random,Advanced,37,34
1,Advanced vs Random,Advanced,37,36
8,Advanced vs Random,Advanced,37,29
0,Advanced vs Random,No one,35,35
2,Advanced vs Random,Advanced,33,31
5,Advanced vs Random,Advanced,38,33
2,Advanced vs Random,Advanced,31,29
1,Advanced vs Random,Advanced,34,33
19,Advanced vs Random,Random,45,26
14,Advanced vs Random,Random,47,33
5,Advanced vs Random,Random,36,31
1,Advanced vs Random,Random,29,28
13,Advanced vs Random,Random,39,26
1,Advanced vs Random,Random,33,32
7,Advanced vs Random,Random,38,31
5,Advanced vs Random,Random,36,31
12,Advanced vs Random,Advanced,43,31
7,Advanced vs Random,Advanced,40,33
2,Advanced vs Random,Advanced,36,34
11,Advanced vs Random,Advanced,38,27
5,Advanced vs Random,Advanced,33,28
0,Advanced vs Random,No one,34,34
5,Advanced vs Random,Random,38,33
5,Advanced vs Random,Random,36,31
12,Advanced vs Random,Advanced,40,28
6,Advanced vs Random,Random,35,29
9,Advanced vs Random,Random,39,30
1,Advanced vs Random,Random,36,35
9,Advanced vs Random,Advanced,37,28
2,Advanced vs Random,Random,36,34
5,Advanced vs Random,Advanced,34,29
3,Advanced vs Random,Random,33,30
11,Advanced vs Random,Advanced,41,30
9,Advanced vs Random,Advanced,39,30
7,Advanced vs Random,Advanced,33,26
7,Advanced vs Random,Random,33,26
2,Advanced vs Random,Advanced,35,33
1,Advanced vs Random,Random,34,33
5,Advanced vs Random,Advanced,36,31
5,Advanced vs Random,Random,35,30
2,Advanced vs Random,Advanced,33,31
10,Advanced vs Random,Random,39,29
12,Advanced vs Random,Random,41,29
10,Advanced vs Random,Random,39,29
11,Advanced vs Random,Random,38,27
5,Advanced vs Random,Advanced,36,31
7,Advanced vs Random,Advanced,34,27
2,Advanced vs Random,Advanced,38,36
11,Advanced vs Random,Advanced,39,28
0,Advanced vs Random,No one,35,35
6,Advanced vs Random,Advanced,36,30
11,Advanced vs Random,Random,39,28
5,Advanced vs Random,Advanced,36,31
19,Advanced vs Random,Random,43,24
1,Advanced vs Random,Random,32,31
3,Advanced vs Random,Advanced,33,30
10,Advanced vs Random,Random,40,30
6,Advanced vs Random,Random,38,32
7,Advanced vs Random,Advanced,38,31
3,Advanced vs Random,Advanced,39,36
6,Advanced vs Random,Random,37,31
2,Advanced vs Random,Advanced,31,29
4,Advanced vs Random,Advanced,36,32
1,Advanced vs Random,Random,38,37
8,Advanced vs Random,Random,39,31
8,Advanced vs Random,Random,40,32
1,Advanced vs Random,Random,37,36
3,Advanced vs Random,Advanced,33,30
6,Advanced vs Random,Advanced,38,32
0,Advanced vs Random,No one,31,31
0,Advanced vs Random,No one,37,37
0,Advanced vs Random,No one,34,34
2,Advanced vs Random,Advanced,35,33
4,Advanced vs Random,Random,38,34
3,Advanced vs Random,Advanced,31,28
10,Advanced vs Random,Random,36,26
2,Advanced vs Random,Advanced,31,29
7,Advanced vs Random,Advanced,36,29
5,Advanced vs Random,Advanced,36,31
1,Advanced vs Random,Random,32,31
3,Advanced vs Random,Advanced,34,31
14,Advanced vs Random,Random,40,26
4,Advanced vs Random,Random,35,31
5,Advanced vs Random,Advanced,37,32
5,Advanced vs Random,Advanced,32,27
8,Advanced vs Random,Random,35,27
9,Advanced vs Random,Advanced,36,27
0,Advanced vs Random,No one,36,36
3,Advanced vs Random,Advanced,33,30
5,Advanced vs Random,Random,36,31
5,Advanced vs Random,Advanced,37,32
13,Advanced vs Random,Random,39,26
12,Advanced vs Random,Random,41,29
6,Advanced vs Random,Advanced,38,32
0,Advanced vs Random,No one,33,33
11,Advanced vs Random,Random,36,25
6,Advanced vs Random,Random,34,28
11,Advanced vs Random,Random,39,28
6,Advanced vs Random,Advanced,34,28
4,Advanced vs Random,Random,34,30
4,Advanced vs Random,Random,39,35
2,Advanced vs Random,Random,31,29
2,Advanced vs Random,Advanced,34,32
2,Advanced vs Random,Random,34,32
13,Advanced vs Random,Random,40,27
11,Advanced vs Random,Random,38,27
2,Advanced vs Random,Advanced,35,33
0,Advanced vs Random,No one,32,32
2,Advanced vs Random,Random,33,31
15,Advanced vs Random,Advanced,43,28
4,Advanced vs Random,Advanced,34,30
5,Advanced vs Random,Advanced,36,31
9,Advanced vs Random,Random,38,29
5,Advanced vs Random,Random,37,32
2,Advanced vs Random,Random,36,34
7,Advanced vs Random,Random,41,34
2,Advanced vs Random,Advanced,34,32
6,Advanced vs Random,Random,36,30
1,Advanced vs Random,Advanced,35,34
9,Advanced vs Random,Advanced,37,28
16,Advanced vs Random,Random,37,21
0,Advanced vs Random,No one,36,36
3,Advanced vs Random,Random,39,36
8,Advanced vs Random,Random,36,28
4,Advanced vs Random,Random,37,33
1,Advanced vs Random,Advanced,40,39
2,Advanced vs Random,Advanced,38,36
3,Advanced vs Random,Random,34,31
6,Advanced vs Random,Advanced,40,34
6,Advanced vs Random,Advanced,38,32
3,Advanced vs Random,Random,38,35
18,Advanced vs Random,Random,44,26
7,Advanced vs Random,Advanced,41,34
1,Advanced vs Random,Advanced,31,30
3,Advanced vs Random,Advanced,34,31
17,Advanced vs Random,Random,44,27
11,Advanced vs Random,Advanced,42,31
7,Advanced vs Random,Random,36,29
7,Advanced vs Random,Advanced,39,32
14,Advanced vs Random,Random,40,26
3,Advanced vs Random,Advanced,32,29
8,Advanced vs Random,Random,40,32
4,Advanced vs Random,Random,37,33
15,Advanced vs Random,Advanced,40,25
4,Advanced vs Random,Random,33,29
2,Advanced vs Random,Advanced,33,31
18,Advanced vs Random,Random,43,25
8,Advanced vs Random,Advanced,41,33
2,Advanced vs Random,Random,34,32
10,Advanced vs Random,Advanced,40,30
7,Advanced vs Random,Random,37,30
16,Advanced vs Random,Advanced,45,29
0,Advanced vs Random,No one,34,34
5,Advanced vs Random,Random,39,34
14,Advanced vs Random,Advanced,44,30
0,Advanced vs Random,No one,30,30
2,Advanced vs Random,Random,32,30
4,Advanced vs Random,Advanced,35,31
4,Advanced vs Random,Random,35,31
4,Advanced vs Random,Random,37,33
2,Advanced vs Random,Advanced,36,34
1,Advanced vs Random,Advanced,34,33
0,Advanced vs Random,No one,30,30
11,Advanced vs Random,Random,35,24
2,Advanced vs Random,Advanced,34,32
4,Advanced vs Random,Advanced,36,32
3,Advanced vs Random,Random,36,33
1,Advanced vs Random,Random,32,31
5,Advanced vs Random,Advanced,33,28
16,Advanced vs Random,Random,43,27
4,Advanced vs Random,Random,33,29
4,Advanced vs Random,Random,37,33
6,Advanced vs Random,Random,39,33
6,Advanced vs Random,Advanced,39,33
4,Advanced vs Random,Random,37,33
0,Advanced vs Random,No one,35,35
4,Advanced vs Random,Advanced,38,34
15,Advanced vs Random,Advanced,42,27
10,Advanced vs Random,Random,37,27
9,Advanced vs Random,Advanced,33,24
14,Advanced vs Random,Advanced,40,26
3,Advanced vs Random,Random,37,34
11,Advanced vs Random,Advanced,40,29
0,Advanced vs Random,No one,33,33
7,Advanced vs Random,Random,35,28
1,Advanced vs Random,Random,31,30
6,Advanced vs Random,Advanced,33,27
3,Advanced vs Random,Random,35,32
9,Advanced vs Random,Random,37,28
0,Advanced vs Random,No one,34,34
0,Advanced vs Random,No one,32,32
6,Advanced vs Random,Advanced,37,31
8,Advanced vs Random,Advanced,39,31
4,Advanced vs Random,Random,38,34
9,Advanced vs Random,Advanced,40,31
8,Advanced vs Random,Advanced,34,26
2,Advanced vs Random,Random,34,32
7,Advanced vs Random,Advanced,42,35
11,Advanced vs Random,Advanced,38,27
19,Advanced vs Random,Random,44,25
2,Advanced vs Random,Advanced,33,31
2,Advanced vs Random,Random,35,33
3,Advanced vs Random,Advanced,39,36
2,Advanced vs Random,Advanced,33,31
5,Advanced vs Random,Random,36,31
0,Advanced vs Random,No one,35,35
24,Advanced vs Random,Advanced,49,25
8,Advanced vs Random,Random,41,33
0,Advanced vs Random,No one,36,36
4,Advanced vs Random,Advanced,34,30
1,Advanced vs Random,Advanced,37,36
1,Advanced vs Random,Advanced,38,37
6,Advanced vs Random,Random,38,32
6,Advanced vs Random,Random,35,29
11,Advanced vs Random,Advanced,38,27
0,Advanced vs Random,No one,33,33
8,Advanced vs Random,Advanced,38,30
3,Advanced vs Random,Advanced,34,31
2,Advanced vs Random,Advanced,34,32
1,Advanced vs Random,Advanced,39,38
5,Advanced vs Random,Advanced,37,32
12,Advanced vs Random,Advanced,43,31
5,Advanced vs Random,Random,34,29
7,Advanced vs Random,Advanced,37,30
5,Advanced vs Random,Advanced,39,34
0,Advanced vs Random,No one,30,30
1,Advanced vs Random,Advanced,35,34
4,Advanced vs Random,Advanced,34,30
4,Advanced vs Random,Random,35,31
6,Advanced vs Random,Advanced,39,33
3,Advanced vs Random,Random,35,32
16,Advanced vs Random,Advanced,42,26
12,Advanced vs Random,Random,41,29
11,Advanced vs Random,Random,36,25
4,Advanced vs Random,Random,32,28
8,Advanced vs Random,Random,39,31
12,Advanced vs Random,Random,41,29
8,Advanced vs Random,Random,40,32
5,Advanced vs Random,Advanced,41,36
1,Advanced vs Random,Advanced,31,30
18,Advanced vs Random,Advanced,40,22
14,Advanced vs Random,Random,42,28
14,Advanced vs Random,Random,40,26
7,Advanced vs Random,Random,38,31
7,Advanced vs Random,Advanced,40,33
6,Advanced vs Random,Random,39,33
5,Advanced vs Random,Advanced,39,34
2,Advanced vs Random,Advanced,32,30
2,Advanced vs Random,Random,35,33
1,Advanced vs Random,Random,33,32
5,Advanced vs Random,Random,38,33
4,Advanced vs Random,Random,35,31
14,Advanced vs Random,Advanced,43,29
3,Advanced vs Random,Advanced,37,34
5,Advanced vs Random,Advanced,38,33
5,Advanced vs Random,Random,34,29
8,Advanced vs Random,Random,39,31
19,Advanced vs Random,Random,41,22
1,Advanced vs Random,Random,32,31
4,Advanced vs Random,Advanced,36,32
11,Advanced vs Random,Advanced,41,30
2,Advanced vs Random,Advanced,36,34
11,Advanced vs Random,Advanced,39,28
13,Advanced vs Random,Advanced,40,27
6,Advanced vs Random,Random,38,32
5,Advanced vs Random,Random,33,28
9,Advanced vs Random,Random,33,24
5,Advanced vs Random,Random,38,33
12,Advanced vs Random,Random,41,29
15,Advanced vs Random,Random,41,26
8,Advanced vs Random,Advanced,36,28
8,Advanced vs Random,Advanced,40,32
12,Advanced vs Random,Random,37,25
4,Advanced vs Random,Random,35,31
2,Advanced vs Random,Random,34,32
12,Advanced vs Random,Random,41,29
0,Advanced vs Random,No one,34,34
17,Advanced vs Random,Advanced,41,24
5,Advanced vs Random,Advanced,36,31
1,Advanced vs Random,Random,32,31
2,Advanced vs Random,Random,34,32
0,Advanced vs Random,No one,31,31
5,Advanced vs Random,Advanced,39,34
5,Advanced vs Random,Advanced,34,29
0,Advanced vs Random,No one,27,27
7,Advanced vs Random,Advanced,37,30
0,Advanced vs Random,No one,34,34
4,Advanced vs Random,Random,34,30
2,Advanced vs Random,Advanced,33,31
9,Advanced vs Random,Advanced,36,27
12,Advanced vs Random,Random,42,30
6,Advanced vs Random,Random,36,30
4,Advanced vs Random,Random,36,32
1,Advanced vs Random,Random,31,30
5,Advanced vs Random,Random,37,32
10,Advanced vs Random,Random,36,26
1,Advanced vs Random,Advanced,33,32
2,Advanced vs Random,Random,37,35
16,Advanced vs Random,Random,37,21
3,Advanced vs Random,Random,32,29
2,Advanced vs Random,Advanced,34,32
2,Advanced vs Random,Advanced,32,30
7,Advanced vs Random,Advanced,37,30
1,Advanced vs Random,Advanced,34,33
2,Advanced vs Random,Advanced,37,35
3,Advanced vs Random,Random,31,28
9,Advanced vs Random,Random,37,28
4,Advanced vs Random,Random,34,30
10,Advanced vs Random,Advanced,41,31
5,Advanced vs Random,Random,35,30
3,Advanced vs Random,Random,36,33
0,Advanced vs Random,No one,32,32
0,Advanced vs Random,No one,35,35
5,Advanced vs Random,Random,35,30
5,Advanced vs Random,Advanced,33,28
6,Advanced vs Random,Advanced,39,33
9,Advanced vs Random,Random,36,27
8,Advanced vs Random,Random,35,27
0,Advanced vs Random,No one,37,37
3,Advanced vs Random,Random,38,35
8,Advanced vs Random,Advanced,40,32
2,Advanced vs Random,Advanced,31,29
14,Advanced vs Random,Random,43,29
7,Advanced vs Random,Random,36,29
0,Advanced vs Random,No one,37,37
9,Advanced vs Random,Advanced,37,28
17,Advanced vs Random,Advanced,45,28
8,Advanced vs Random,Random,36,28
2,Advanced vs Random,Advanced,35,33
0,Advanced vs Random,No one,35,35
7,Advanced vs Random,Advanced,36,29
9,Advanced vs Random,Random,37,28
1,Advanced vs Random,Advanced,39,38
4,Advanced vs Random,Random,36,32
3,Advanced vs Random,Random,37,34
4,Advanced vs Random,Advanced,37,33
10,Advanced vs Random,Random,37,27
10,Advanced vs Random,Advanced,40,30
13,Advanced vs Random,Advanced,41,28
4,Advanced vs Random,Advanced,31,27
17,Advanced vs Random,Random,42,25
1,Advanced vs Random,Advanced,34,33
10,Advanced vs Random,Random,36,26
22,Advanced vs Random,Random,42,20
12,Advanced vs Random,Advanced,41,29
4,Advanced vs Random,Advanced,37,33
1,Advanced vs Random,Advanced,34,33
1,Advanced vs Random,Random,36,35
2,Advanced vs Random,Advanced,29,27
11,Advanced vs Random,Advanced,41,30
14,Advanced vs Random,Random,41,27
11,Advanced vs Random,Advanced,39,28
5,Advanced vs Random,Advanced,36,31
1,Advanced vs Random,Advanced,37,36
7,Advanced vs Random,Advanced,36,29
19,Advanced vs Random,Advanced,40,21
11,Advanced vs Random,Random,39,28
11,Advanced vs Random,Random,42,31
7,Advanced vs Random,Random,40,33
2,Advanced vs Random,Advanced,34,32
11,Advanced vs Random,Advanced,41,30
6,Advanced vs Random,Advanced,38,32
6,Advanced vs Random,Random,40,34
2,Advanced vs Random,Random,31,29
13,Advanced vs Random,Advanced,42,29
5,Advanced vs Random,Advanced,36,31
4,Advanced vs Random,Random,35,31
2,Advanced vs Random,Random,34,32
5,Advanced vs Random,Advanced,38,33
12,Advanced vs Random,Random,38,26
1,Advanced vs Random,Advanced,40,39
9,Advanced vs Random,Random,36,27
5,Advanced vs Random,Advanced,37,32
6,Advanced vs Random,Advanced,37,31
15,Advanced vs Random,Random,41,26
10,Advanced vs Random,Random,37,27
3,Advanced vs Random,Random,35,32
3,Advanced vs Random,Advanced,33,30
14,Advanced vs Random,Random,41,27
1,Advanced vs Random,Random,37,36
3,Advanced vs Random,Advanced,32,29
2,Advanced vs Random,Advanced,36,34
0,Advanced vs Random,No one,36,36
8,Advanced vs Random,Random,38,30
6,Advanced vs Random,Random,38,32
9,Advanced vs Random,Advanced,36,27
1,Advanced vs Random,Advanced,35,34
3,Advanced vs Random,Advanced,36,33
13,Advanced vs Random,Advanced,37,24
13,Advanced vs Random,Random,38,25
0,Advanced vs Random,No one,29,29
5,Advanced vs Random,Random,33,28
9,Advanced vs Random,Advanced,36,27
4,Advanced vs Random,Random,34,30
4,Advanced vs Random,Advanced,35,31
9,Advanced vs Random,Random,38,29
14,Advanced vs Random,Advanced,39,25
3,Advanced vs Random,Random,37,34
3,Advanced vs Random,Random,34,31
1,Advanced vs Random,Random,32,31
4,Advanced vs Random,Advanced,39,35
5,Advanced vs Random,Random,36,31
4,Advanced vs Random,Advanced,33,29
8,Advanced vs Random,Random,37,29
15,Advanced vs Random,Advanced,40,25
11,Advanced vs Random,Random,40,29
10,Advanced vs Random,Advanced,37,27
6,Advanced vs Random,Random,34,28
3,Advanced vs Random,Random,35,32
1,Advanced vs Random,Advanced,34,33
3,Advanced vs Random,Advanced,35,32
7,Advanced vs Random,Random,40,33
19,Advanced vs Random,Advanced,43,24
9,Advanced vs Random,Random,35,26
8,Advanced vs Random,Random,36,28
1,Advanced vs Random,Random,38,37
6,Advanced vs Random,Advanced,33,27
0,Advanced vs Random,No one,31,31
4,Advanced vs Random,Random,35,31
4,Advanced vs Random,Random,35,31
6,Advanced vs Random,Random,36,30
10,Advanced vs Random,Advanced,40,30
9,Advanced vs Random,Random,41,32
19,Advanced vs Random,Random,41,22
13,Advanced vs Random,Random,43,30
18,Advanced vs Random,Random,45,27
17,Advanced vs Random,Random,40,23
4,Advanced vs Random,Random,33,29
1,Advanced vs Random,Advanced,33,32
3,Advanced vs Random,Random,36,33
10,Advanced vs Random,Advanced,39,29
7,Advanced vs Random,Advanced,39,32
11,Advanced vs Random,Random,39,28
8,Advanced vs Random,Random,41,33
2,Advanced vs Random,Advanced,33,31
12,Advanced vs Random,Advanced,42,30
2,Advanced vs Random,Random,34,32
7,Advanced vs Random,Advanced,41,34
1,Advanced vs Random,Advanced,36,35
0,Advanced vs Random,No one,30,30
11,Advanced vs Random,Advanced,41,30
13,Advanced vs Random,Random,44,31
4,Advanced vs Random,Advanced,36,32
3,Advanced vs Random,Advanced,39,36
6,Advanced vs Random,Advanced,39,33
1,Advanced vs Random,Random,36,35
2,Advanced vs Random,Advanced,37,35
7,Advanced vs Random,Random,34,27
7,Advanced vs Random,Advanced,37,30
17,Advanced vs Random,Advanced,41,24
13,Advanced vs Random,Advanced,41,28
1,Advanced vs Random,Random,35,34
2,Advanced vs Random,Advanced,35,33
5,Advanced vs Random,Advanced,33,28
3,Advanced vs Random,Advanced,31,28
17,Advanced vs Random,Advanced,43,26
8,Advanced vs Random,Advanced,37,29
9,Advanced vs Random,Random,41,32
8,Advanced vs Random,Random,33,25
2,Advanced vs Random,Random,40,38
0,Advanced vs Random,No one,34,34
4,Advanced vs Random,Random,32,28
12,Advanced vs Random,Random,41,29
2,Advanced vs Random,Advanced,31,29
4,Advanced vs Random,Random,31,27
9,Advanced vs Random,Advanced,39,30
14,Advanced vs Random,Random,40,26
5,Advanced vs Random,Random,31,26
4,Advanced vs Random,Advanced,36,32
3,Advanced vs Random,Advanced,35,32
2,Advanced vs Random,Advanced,35,33
3,Advanced vs Random,Random,31,28
5,Advanced vs Random,Advanced,37,32
3,Advanced vs Random,Random,35,32
18,Advanced vs Random,Random,41,23
3,Advanced vs Random,Random,34,31
7,Advanced vs Random,Random,36,29
1,Advanced vs Random,Advanced,36,35
3,Advanced vs Random,Advanced,33,30
3,Advanced vs Random,Random,34,31
18,Advanced vs Random,Advanced,43,25
9,Advanced vs Random,Advanced,35,26
12,Advanced vs Random,Random,39,27
2,Advanced vs Random,Advanced,34,32
0,Advanced vs Random,No one,32,32
6,Advanced vs Random,Advanced,39,33
1,Advanced vs Random,Advanced,31,30
3,Advanced vs Random,Random,35,32
16,Advanced vs Random,Advanced,44,28
3,Advanced vs Random,Advanced,35,32
4,Advanced vs Random,Advanced,35,31
4,Advanced vs Random,Advanced,36,32
4,Advanced vs Random,Advanced,34,30
3,Advanced vs Random,Advanced,33,30
16,Advanced vs Random,Random,41,25
4,Advanced vs Random,Random,33,29
1,Advanced vs Random,Random,37,36
5,Advanced vs Random,Random,39,34
3,Advanced vs Random,Advanced,34,31
4,Advanced vs Random,Random,35,31
2,Advanced vs Random,Random,35,33
11,Advanced vs Random,Random,38,27
6,Advanced vs Random,Advanced,35,29
8,Advanced vs Random,Advanced,41,33
9,Advanced vs Random,Random,36,27
7,Advanced vs Random,Advanced,33,26
2,Advanced vs Random,Advanced,33,31
7,Advanced vs Random,Random,38,31
6,Advanced vs Random,Random,34,28
13,Advanced vs Random,Advanced,37,24
6,Advanced vs Random,Random,31,25
7,Advanced vs Random,Random,36,29
3,Advanced vs Random,Random,33,30
11,Advanced vs Random,Advanced,41,30
3,Advanced vs Random,Random,35,32
16,Advanced vs Random,Random,44,28
4,Advanced vs Random,Advanced,40,36
7,Advanced vs Random,Random,35,28
3,Advanced vs Random,Advanced,35,32
15,Advanced vs Random,Advanced,41,26
1,Advanced vs Random,Random,34,33
3,Advanced vs Random,Advanced,37,34
2,Advanced vs Random,Advanced,36,34
12,Advanced vs Random,Advanced,41,29
7,Advanced vs Random,Random,34,27
1,Advanced vs Random,Advanced,34,33
1,Advanced vs Random,Random,35,34
6,Advanced vs Random,Advanced,35,29
6,Advanced vs Random,Random,34,28
6,Advanced vs Random,Random,37,31
5,Advanced vs Random,Advanced,38,33
0,Advanced vs Random,No one,32,32
5,Advanced vs Random,Random,37,32
2,Advanced vs Random,Advanced,36,34
0,Advanced vs Random,No one,31,31
14,Advanced vs Random,Random,42,28
13,Advanced vs Random,Random,40,27
2,Advanced vs Random,Random,36,34
0,Advanced vs Random,No one,37,37
11,Advanced vs Random,Random,40,29
4,Advanced vs Random,Advanced,31,27
0,Advanced vs Random,No one,37,37
4,Advanced vs Random,Advanced,33,29
12,Advanced vs Random,Random,38,26
5,Advanced vs Random,Advanced,34,29
2,Advanced vs Random,Advanced,31,29
6,Advanced vs Random,Advanced,33,27
3,Advanced vs Random,Advanced,31,28
15,Advanced vs Random,Advanced,43,28
2,Advanced vs Random,Random,34,32
6,Advanced vs Random,Advanced,36,30
7,Advanced vs Random,Advanced,36,29
9,Advanced vs Random,Random,37,28
24,Advanced vs Random,Advanced,48,24
6,Advanced vs Random,Advanced,37,31
11,Advanced vs Random,Random,34,23
0,Advanced vs Random,No one,35,35
16,Advanced vs Random,Advanced,43,27
2,Advanced vs Random,Advanced,36,34
8,Advanced vs Random,Advanced,35,27
2,Advanced vs Random,Advanced,37,35
6,Advanced vs Random,Random,36,30
2,Advanced vs Random,Random,31,29
2,Advanced vs Random,Random,33,31
6,Advanced vs Random,Advanced,37,31
14,Advanced vs Random,Random,44,30
4,Advanced vs Random,Random,30,26
4,Advanced vs Random,Advanced,33,29
8,Advanced vs Random,Advanced,36,28
11,Advanced vs Random,Advanced,43,32
4,Advanced vs Random,Advanced,31,27
7,Advanced vs Random,Random,37,30
12,Advanced vs Random,Advanced,39,27
3,Advanced vs Random,Advanced,38,35
2,Advanced vs Random,Advanced,34,32
5,Advanced vs Random,Advanced,33,28
6,Advanced vs Random,Random,36,30
2,Advanced vs Random,Random,36,34
4,Advanced vs Random,Random,36,32
10,Advanced vs Random,Random,37,27
1,Advanced vs Random,Advanced,37,36
6,Advanced vs Random,Random,33,27
5,Advanced vs Random,Random,38,33
1,Random vs Random,Random,33,32
4,Random vs Random,Random,36,32
2,Random vs Random,Random,35,33
6,Random vs Random,Random,37,31
2,Random vs Random,Random,36,34
4,Random vs Random,Random,33,29
5,Random vs Random,Random,38,33
4,Random vs Random,Random,34,30
1,Random vs Random,Random,32,31
11,Random vs Random,Random,38,27
5,Random vs Random,Random,35,30
11,Random vs Random,Random,37,26
3,Random vs Random,Random,36,33
